0.00000, 0.00277, 0.17750, 0.00000, 0.00000, -0.00000, 0.00005, 31.53402, -0.00000, 0.00000
0.02000, 0.00632, 0.52775, 0.00017, 0.01720, -0.00000, 0.00010, 31.53402, -0.00000, 0.00000
0.04000, 0.02388, 1.02325, 0.00069, 0.03440, -0.00001, 0.00049, 31.53402, -0.00000, 0.00000
0.06000, 0.04725, 0.34425, 0.00155, 0.05160, -0.00001, 0.00092, 31.53402, -0.00000, 0.00000
0.08000, 0.03765, -0.58750, 0.00275, 0.06880, -0.00002, 0.00151, 31.53402, -0.00000, 0.00000
0.10000, 0.02375, 1.57100, 0.00430, 0.08600, -0.00003, 0.00263, 31.53402, -0.00000, 0.00000
0.12000, 0.10049, -0.96550, 0.00619, 0.10320, -0.00004, 0.00419, 31.53402, -0.00000, 0.00000
0.14000, -0.01487, -0.49150, 0.00843, 0.12040, -0.00007, 0.00690, 31.53402, -0.00000, 0.00000
0.16000, 0.08083, 1.50775, 0.01101, 0.13760, -0.00009, 0.00910, 31.53402, -0.00000, 0.00000
0.18000, 0.04544, 0.32100, 0.01393, 0.15480, -0.00011, 0.01077, 31.53402, -0.00000, 0.00000
0.20000, 0.09367, 1.31575, 0.01720, 0.17200, -0.00014, 0.01354, 31.53402, -0.00000, 0.00000
0.22000, 0.09807, -0.17075, 0.02081, 0.18920, -0.00016, 0.01627, 31.53402, -0.00000, 0.00000
0.24000, 0.08684, 0.44550, 0.02477, 0.20640, -0.00019, 0.01856, 31.53402, -0.00000, 0.00000
0.26000, 0.11589, 1.09025, 0.02907, 0.22360, -0.00022, 0.02277, 31.53402, -0.00000, 0.00000
0.28000, 0.13045, 0.63975, 0.03371, 0.24080, -0.00025, 0.02592, 31.53402, -0.00000, 0.00000
0.30000, 0.14148, 0.61125, 0.03870, 0.25800, -0.00029, 0.02969, 31.53402, -0.00000, 0.00000
0.32000, 0.15490, 0.64025, 0.04403, 0.27520, -0.00034, 0.03635, 31.53402, -0.00000, 0.00000
0.34000, 0.16709, 0.57100, 0.04971, 0.29240, -0.00037, 0.03902, 31.53402, -0.00000, 0.00000
0.36000, 0.17774, 0.37525, 0.05573, 0.30960, -0.00041, 0.04454, 31.53402, -0.00000, 0.00000
0.38000, 0.18210, 0.18950, 0.06209, 0.32680, -0.00044, 0.04868, 31.53402, -0.00000, 0.00000
0.40000, 0.18532, 0.46300, 0.06880, 0.34400, -0.00050, 0.05566, 31.53402, -0.00000, 0.00000
0.42000, 0.20062, 0.86275, 0.07585, 0.36120, -0.00054, 0.06111, 31.53402, -0.00000, 0.00000
0.44000, 0.21983, 0.58975, 0.08325, 0.37840, -0.00059, 0.06710, 31.53402, -0.00000, 0.00000
0.46000, 0.22421, 0.05250, 0.09099, 0.39560, -0.00063, 0.07348, 31.53402, -0.00000, 0.00000
0.48000, 0.22193, 0.67725, 0.09907, 0.41280, -0.00067, 0.07882, 31.53402, -0.00000, 0.00000
0.50000, 0.25130, 1.25325, 0.10750, 0.43000, -0.00073, 0.08710, 31.53402, -0.00000, 0.00000
0.52000, 0.27206, 0.85200, 0.11627, 0.44720, -0.00078, 0.09423, 31.53402, -0.00000, 0.00000
0.54000, 0.28538, 0.93025, 0.12539, 0.46440, -0.00083, 0.10267, 31.53402, -0.00000, 0.00000
0.56000, 0.30927, 1.47875, 0.13485, 0.48160, -0.00089, 0.11178, 31.53402, -0.00000, 0.00000
0.58000, 0.34453, 1.34175, 0.14465, 0.49880, -0.00094, 0.12114, 31.53402, -0.00000, 0.00000
0.60000, 0.36294, 0.87200, 0.15480, 0.51600, -0.00097, 0.12697, 31.53402, -0.00000, 0.00000
0.62000, 0.37941, 0.63800, 0.16529, 0.53320, -0.00102, 0.13850, 31.53402, -0.00000, 0.00000
0.64000, 0.38846, 0.65750, 0.17613, 0.55040, -0.00107, 0.14895, 31.53402, -0.00000, 0.00000
0.66000, 0.40571, 0.66650, 0.18731, 0.56760, -0.00112, 0.15999, 31.53402, -0.00000, 0.00000
0.68000, 0.41512, 0.60800, 0.19883, 0.58480, -0.00114, 0.16637, 31.53402, -0.00000, 0.00000
0.70000, 0.43003, 0.39400, 0.21070, 0.60200, -0.00119, 0.17852, 31.53402, -0.00000, 0.00000
0.72000, 0.43088, 0.02125, 0.22291, 0.61920, -0.00124, 0.19214, 31.53402, -0.00000, 0.00000
0.74000, 0.43088, -0.26200, 0.23547, 0.63640, -0.00127, 0.20027, 31.53402, -0.00000, 0.00000
0.76000, 0.42040, -0.27950, 0.24837, 0.65360, -0.00131, 0.21186, 31.53402, -0.00000, 0.00000
0.78000, 0.41970, 0.12000, 0.26161, 0.67080, -0.00137, 0.22661, 31.53402, -0.00000, 0.00000
0.80000, 0.42520, 0.71550, 0.27520, 0.68800, -0.00141, 0.23636, 31.53402, -0.00000, 0.00000
0.82000, 0.44832, 0.52100, 0.28913, 0.70520, -0.00146, 0.25053, 31.53402, -0.00000, 0.00000
0.84000, 0.44604, -0.11475, 0.30341, 0.72240, -0.00151, 0.26641, 31.53402, -0.00000, 0.00000
0.86000, 0.44373, -0.61275, 0.31803, 0.73960, -0.00154, 0.27540, 31.53402, -0.00000, 0.00000
0.88000, 0.42153, -1.35425, 0.33299, 0.75680, -0.00160, 0.29214, 31.53402, -0.00000, 0.00000
0.90000, 0.38956, -2.04750, 0.34830, 0.77400, -0.00167, 0.30917, 31.53402, -0.00000, 0.00000
0.92000, 0.33963, -1.85250, 0.36395, 0.79120, -0.00175, 0.32549, 31.53402, -0.00000, 0.00000
0.94000, 0.31546, -1.39350, 0.37995, 0.80840, -0.00179, 0.33284, 31.53402, -0.00000, 0.00000
0.96000, 0.28389, -1.54950, 0.39629, 0.82560, -0.00191, 0.35251, 31.53402, -0.00000, 0.00000
0.98000, 0.25348, -1.33475, 0.41297, 0.84280, -0.00202, 0.36936, 31.53402, -0.00000, 0.00000
1.00000, 0.23050, -1.44200, 0.43000, 0.86000, -0.00216, 0.38946, 31.53402, -0.00000, 0.00000
1.02000, 0.19580, -1.13925, 0.44737, 0.87720, -0.00227, 0.40384, 31.53402, -0.00000, 0.00000
1.04000, 0.18493, -0.98300, 0.46509, 0.89440, -0.00241, 0.42145, 31.53402, -0.00000, 0.00000
1.06000, 0.15648, -1.39275, 0.48315, 0.91160, -0.00256, 0.44004, 31.53402, -0.00000, 0.00000
1.08000, 0.12922, 0.40425, 0.50155, 0.92880, -0.00275, 0.46136, 31.53402, -0.00000, 0.00000
1.10000, 0.17265, 3.14775, 0.52030, 0.94600, -0.00287, 0.47590, 31.53402, -0.00000, 0.00000
1.12000, 0.25513, 3.99725, 0.53939, 0.96320, -0.00303, 0.49722, 31.53402, -0.00000, 0.00000
1.14000, 0.33254, 5.06275, 0.55883, 0.98040, -0.00314, 0.51514, 31.53402, -0.00000, 0.00000
1.16000, 0.45764, 5.45350, 0.57861, 0.99760, -0.00324, 0.53754, 31.53402, -0.00000, 0.00000
1.18000, 0.55068, 5.30650, 0.59873, 1.01480, -0.00329, 0.55665, 31.53402, -0.00000, 0.00000
1.20000, 0.66990, 5.71650, 0.61920, 1.03200, -0.00331, 0.57411, 31.53402, -0.00000, 0.00000
1.22000, 0.77934, 5.49175, 0.64001, 1.04920, -0.00327, 0.59790, 31.53402, -0.00000, 0.00000
1.24000, 0.88957, 4.80800, 0.66117, 1.06640, -0.00321, 0.61537, 31.53402, -0.00000, 0.00000
1.26000, 0.97166, 1.97575, 0.68267, 1.08360, -0.00312, 0.63274, 31.53402, -0.00000, 0.00000
1.28000, 0.96860, -0.27000, 0.70451, 1.10080, -0.00299, 0.65515, 31.53402, -0.00000, 0.00000
1.30000, 0.96086, 0.19875, 0.72670, 1.11800, -0.00288, 0.67515, 31.53402, -0.00000, 0.00000
1.32000, 0.97655, 2.65025, 0.74923, 1.13520, -0.00275, 0.69684, 31.53402, -0.00000, 0.00000
1.34000, 1.06687, 3.35250, 0.77211, 1.15240, -0.00259, 0.72207, 31.53402, -0.00000, 0.00000
1.36000, 1.11065, 3.37150, 0.79533, 1.16960, -0.00253, 0.73030, 31.53402, -0.00000, 0.00000
